    2.40	-62.892	-64.529	-65.552
    2.41	-62.898	-64.539	-65.564
    2.42	-62.904	-64.549	-65.576
    2.43	-62.910	-64.559	-65.589
    2.44	-62.917	-64.569	-65.601
    2.45	-62.923	-64.579	-65.613
    2.46	-62.929	-64.589	-65.625
    2.47	-62.935	-64.599	-65.637
    2.48	-62.941	-64.609	-65.649
    2.49	-62.947	-64.619	-65.661
    2.50	-62.953	-64.629	-65.673
    2.51	-62.959	-64.638	-65.685
    2.52	-62.964	-64.648	-65.697
    2.53	-62.970	-64.658	-65.709
    2.54	-62.976	-64.667	-65.720
    2.55	-62.982	-64.677	-65.732
    2.56	-62.988	-64.686	-65.743
    2.57	-62.993	-64.695	-65.755
    2.58	-62.999	-64.705	-65.766
    2.59	-63.005	-64.714	-65.778
    2.60	-63.010	-64.723	-65.789
    2.61	-63.016	-64.733	-65.800
    2.62	-63.021	-64.742	-65.812
    2.63	-63.027	-64.751	-65.823
    2.64	-63.032	-64.760	-65.834
    2.65	-63.038	-64.769	-65.845
    2.66	-63.043	-64.778	-65.856
    2.67	-63.048	-64.787	-65.867
    2.68	-63.054	-64.796	-65.878
    2.69	-63.059	-64.805	-65.889
    2.70	-63.064	-64.814	-65.899
    2.71	-63.070	-64.823	-65.910
    2.72	-63.075	-64.831	-65.921
    2.73	-63.080	-64.840	-65.931
    2.74	-63.085	-64.849	-65.942
    2.75	-63.090	-64.857	-65.953
    2.76	-63.096	-64.866	-65.963
    2.77	-63.101	-64.874	-65.974
    2.78	-63.106	-64.883	-65.984
    2.79	-63.111	-64.891	-65.994
    2.80	-63.116	-64.900	-66.005
    2.81	-63.121	-64.908	-66.015
    2.82	-63.126	-64.917	-66.025
    2.83	-63.130	-64.925	-66.035
    2.84	-63.135	-64.933	-66.045
    2.85	-63.140	-64.941	-66.055
    2.86	-63.145	-64.949	-66.065
    2.87	-63.150	-64.958	-66.075
    2.88	-63.155	-64.966	-66.085
    2.89	-63.159	-64.974	-66.095
    2.90	-63.164	-64.982	-66.105
    2.91	-63.169	-64.990	-66.114
    2.92	-63.173	-64.998	-66.124
    2.93	-63.178	-65.005	-66.134
    2.94	-63.183	-65.013	-66.143
    2.95	-63.187	-65.021	-66.153
    2.96	-63.192	-65.029	-66.162
    2.97	-63.196	-65.037	-66.172
    2.98	-63.201	-65.044	-66.181
    2.99	-63.205	-65.052	-66.191
    3.00	-63.210	-65.059	-66.200
    3.01	-63.214	-65.067	-66.209
    3.02	-63.218	-65.075	-66.218
    3.03	-63.223	-65.082	-66.228
    3.04	-63.227	-65.089	-66.237
    3.05	-63.231	-65.097	-66.246
    3.06	-63.236	-65.104	-66.255
    3.07	-63.240	-65.112	-66.264
    3.08	-63.244	-65.119	-66.273
    3.09	-63.248	-65.126	-66.282
    3.10	-63.252	-65.133	-66.291
    3.11	-63.256	-65.141	-66.299
    3.12	-63.261	-65.148	-66.308
    3.13	-63.265	-65.155	-66.317
    3.14	-63.269	-65.162	-66.326
    3.15	-63.273	-65.169	-66.334
    3.16	-63.277	-65.176	-66.343
    3.17	-63.281	-65.183	-66.351
    3.18	-63.285	-65.190	-66.360
    3.19	-63.289	-65.197	-66.368
    3.20	-63.293	-65.204	-66.377
    3.21	-63.296	-65.210	-66.385
    3.22	-63.300	-65.217	-66.394
    3.23	-63.304	-65.224	-66.402
    3.24	-63.308	-65.231	-66.410
    3.25	-63.312	-65.237	-66.418
    3.26	-63.315	-65.244	-66.427
    3.27	-63.319	-65.251	-66.435
    3.28	-63.323	-65.257	-66.443
    3.29	-63.327	-65.264	-66.451
    3.30	-63.330	-65.270	-66.459
    3.31	-63.334	-65.277	-66.467
    3.32	-63.337	-65.283	-66.475
    3.33	-63.341	-65.290	-66.483
    3.34	-63.345	-65.296	-66.491
    3.35	-63.348	-65.302	-66.498
    3.36	-63.352	-65.309	-66.506
    3.37	-63.355	-65.315	-66.514
    3.38	-63.359	-65.321	-66.522
    3.39	-63.362	-65.327	-66.529
    3.40	-63.365	-65.334	-66.537
    3.41	-63.369	-65.340	-66.544
    3.42	-63.372	-65.346	-66.552
    3.43	-63.376	-65.352	-66.559
    3.44	-63.379	-65.358	-66.567
    3.45	-63.382	-65.364	-66.574
    3.46	-63.386	-65.370	-66.582
    3.47	-63.389	-65.376	-66.589
    3.48	-63.392	-65.382	-66.596
    3.49	-63.395	-65.388	-66.604
    3.50	-63.398	-65.393	-66.611
    3.51	-63.402	-65.399	-66.618
    3.52	-63.405	-65.405	-66.625
    3.53	-63.408	-65.411	-66.632
    3.54	-63.411	-65.417	-66.640
    3.55	-63.414	-65.422	-66.647
    3.56	-63.417	-65.428	-66.654
